scope,image_id,ablation,capture_group,visible_blur,notes,method,frequency_filter,pyramid_levels,nms,repeatability,matching_accuracy,localization_error_px,matching_error_px,runtime_ms,reference_keypoints,scene_keypoints,raw_reference_keypoints,raw_scene_keypoints,repeated_points,accepted_matches,correct_matches
ablation,IMG_0263,no_pyramid,desk,mild,Oblique close view with bright right-side light.,LoG,gaussian_lowpass,1,True,0.8717948717948718,0.6,2.2819758653640747,2.2099359035491943,264.29129999996803,39,109,43,110,34,5,3
ablation,IMG_0263,no_pyramid,desk,mild,Oblique close view with bright right-side light.,Harris,gaussian_lowpass,1,True,0.8709677419354839,0.3333333333333333,2.452387571334839,4.98349666595459,321.4151000001948,62,171,66,174,54,6,2
ablation,IMG_0263,no_pyramid,desk,mild,Oblique close view with bright right-side light.,Shi-Tomasi,gaussian_lowpass,1,True,0.7884615384615384,0.4,2.2606141567230225,4.027242183685303,309.5865000004778,52,148,57,148,41,5,2
ablation,IMG_0263,no_pyramid,desk,mild,Oblique close view with bright right-side light.,SIFT,gaussian_lowpass,1,True,0.7142857142857143,0.5,2.3332552909851074,3.196246385574341,599.5171999993545,7,46,7,46,5,2,1
ablation,IMG_0263,no_frequency,desk,mild,Oblique close view with bright right-side light.,Sobel,none,3,True,0.7450980392156863,0.0,1.91782945394516,163.6407470703125,72.5908000003983,51,110,56,112,38,1,0
ablation,IMG_0263,no_frequency,desk,mild,Oblique close view with bright right-side light.,LoG,none,3,True,0.868421052631579,nan,2.48954975605011,nan,75.70769999983895,76,198,81,201,66,0,0
ablation,IMG_0263,no_frequency,desk,mild,Oblique close view with bright right-side light.,Harris,none,3,True,0.6666666666666666,nan,2.288973808288574,nan,111.9211000004725,93,216,97,220,62,0,0
ablation,IMG_0263,no_frequency,desk,mild,Oblique close view with bright right-side light.,Shi-Tomasi,none,3,True,0.6853932584269663,1.0,2.2457239627838135,2.032402276992798,99.92920000058803,89,217,93,220,61,1,1
ablation,IMG_0263,no_frequency,desk,mild,Oblique close view with bright right-side light.,SIFT,none,3,True,0.782608695652174,1.0,1.8710936903953552,2.4081013202667236,608.5751000000528,23,91,25,91,18,7,7
ablation,IMG_0263,no_nms,desk,mild,Oblique close view with bright right-side light.,Sobel,gaussian_lowpass,3,False,0.47368421052631576,nan,1.9500272274017334,nan,373.5587999999552,209,215,220,220,99,0,0
ablation,IMG_0263,no_nms,desk,mild,Oblique close view with bright right-side light.,LoG,gaussian_lowpass,3,False,0.36082474226804123,nan,1.6033063530921936,nan,364.91489999934856,194,212,220,220,70,0,0
ablation,IMG_0263,no_nms,desk,mild,Oblique close view with bright right-side light.,Harris,gaussian_lowpass,3,False,0.5478723404255319,nan,1.9213565587997437,nan,401.2691999996605,188,212,220,220,103,0,0
ablation,IMG_0263,no_nms,desk,mild,Oblique close view with bright right-side light.,Shi-Tomasi,gaussian_lowpass,3,False,0.44919786096256686,nan,1.6926414370536804,nan,406.57069999997475,187,209,220,220,84,0,0
ablation,IMG_0263,no_nms,desk,mild,Oblique close view with bright right-side light.,SIFT,gaussian_lowpass,3,False,0.40350877192982454,0.25,1.9740828275680542,6.400550842285156,782.4431999997614,57,161,57,164,23,4,1
ablation,IMG_0264,full,desk,low,Larger front-facing page; brightness and curvature differ.,Sobel,gaussian_lowpass,3,True,0.8333333333333334,0.75,2.522521734237671,2.440220832824707,339.67200000006414,36,65,39,65,30,4,3
ablation,IMG_0264,full,desk,low,Larger front-facing page; brightness and curvature differ.,LoG,gaussian_lowpass,3,True,0.8695652173913043,0.8,2.280155062675476,1.408037543296814,338.1290000006629,46,106,50,107,40,5,4
ablation,IMG_0264,full,desk,low,Larger front-facing page; brightness and curvature differ.,Harris,gaussian_lowpass,3,True,0.8309859154929577,0.5,2.3399851322174072,3.6633100509643555,396.2779000003138,71,164,75,166,59,8,4
ablation,IMG_0264,full,desk,low,Larger front-facing page; brightness and curvature differ.,Shi-Tomasi,gaussian_lowpass,3,True,0.7692307692307693,0.8571428571428571,1.9764216542243958,2.0238218307495117,365.3159000004962,65,146,70,150,50,7,6
ablation,IMG_0264,full,desk,low,Larger front-facing page; brightness and curvature differ.,SIFT,gaussian_lowpass,3,True,0.6666666666666666,0.2857142857142857,2.127567172050476,6.260010719299316,813.9662000003227,24,87,24,90,16,7,2
ablation,IMG_0264,no_pyramid,desk,low,Larger front-facing page; brightness and curvature differ.,Sobel,gaussian_lowpass,1,True,0.875,1.0,2.522521734237671,1.8604493141174316,265.39669999965554,32,61,35,61,28,2,2
ablation,IMG_0264,no_pyramid,desk,low,Larger front-facing page; brightness and curvature differ.,LoG,gaussian_lowpass,1,True,0.8205128205128205,0.8,1.9576773643493652,1.408037543296814,298.1149000006553,39,89,43,90,32,5,4
ablation,IMG_0264,no_pyramid,desk,low,Larger front-facing page; brightness and curvature differ.,Harris,gaussian_lowpass,1,True,0.8548387096774194,0.4,2.5996952056884766,4.7451090812683105,360.7234000000972,62,152,66,154,53,5,2
ablation,IMG_0264,no_pyramid,desk,low,Larger front-facing page; brightness and curvature differ.,Shi-Tomasi,gaussian_lowpass,1,True,0.7884615384615384,0.8,2.0203585624694824,3.4360177516937256,296.6292000000976,52,135,57,137,41,5,4
ablation,IMG_0264,no_pyramid,desk,low,Larger front-facing page; brightness and curvature differ.,SIFT,gaussian_lowpass,1,True,0.8571428571428571,0.3333333333333333,2.4550122022628784,23.862306594848633,660.4181000002427,7,47,7,48,6,3,1
ablation,IMG_0264,no_frequency,desk,low,Larger front-facing page; brightness and curvature differ.,Sobel,none,3,True,0.9607843137254902,nan,2.3320119380950928,nan,77.85129999956553,51,115,56,116,49,0,0
ablation,IMG_0264,no_frequency,desk,low,Larger front-facing page; brightness and curvature differ.,LoG,none,3,True,0.8157894736842105,0.5,2.2801835536956787,4.375277042388916,68.34729999991396,76,183,81,185,62,2,1
ablation,IMG_0264,no_frequency,desk,low,Larger front-facing page; brightness and curvature differ.,Harris,none,3,True,0.7204301075268817,0.0,2.379260778427124,4.390583515167236,102.14900000028138,93,218,97,220,67,1,0
ablation,IMG_0264,no_frequency,desk,low,Larger front-facing page; brightness and curvature differ.,Shi-Tomasi,none,3,True,0.7078651685393258,1.0,2.428030490875244,2.305940866470337,103.51549999995768,89,218,93,220,63,2,2
ablation,IMG_0264,no_frequency,desk,low,Larger front-facing page; brightness and curvature differ.,SIFT,none,3,True,0.8695652173913043,0.9,1.775572657585144,2.0292046070098877,629.1479999999865,23,89,25,90,20,10,9
ablation,IMG_0264,no_nms,desk,low,Larger front-facing page; brightness and curvature differ.,Sobel,gaussian_lowpass,3,False,0.5023923444976076,nan,1.965665340423584,nan,349.90839999954915,209,219,220,220,105,0,0
ablation,IMG_0264,no_nms,desk,low,Larger front-facing page; brightness and curvature differ.,LoG,gaussian_lowpass,3,False,0.26288659793814434,nan,1.1066179275512695,nan,375.4206999992675,194,214,220,220,51,0,0
ablation,IMG_0264,no_nms,desk,low,Larger front-facing page; brightness and curvature differ.,Harris,gaussian_lowpass,3,False,0.656084656084656,0.0,1.8327268958091736,7.207710266113281,423.40059999969526,189,215,220,220,124,1,0
ablation,IMG_0264,no_nms,desk,low,Larger front-facing page; brightness and curvature differ.,Shi-Tomasi,gaussian_lowpass,3,False,0.5080213903743316,0.6666666666666666,1.5004615783691406,2.832078456878662,392.25269999951706,187,212,220,220,95,3,2
ablation,IMG_0264,no_nms,desk,low,Larger front-facing page; brightness and curvature differ.,SIFT,gaussian_lowpass,3,False,0.47368421052631576,0.2,2.2781107425689697,6.260010719299316,823.5469999999623,57,163,57,170,27,5,1
ablation,IMG_0265,full,cabinet motion,noticeable,"Motion-softened view; lower left bullets outside frame, replaced with visible printed strokes.",Sobel,gaussian_lowpass,3,True,0.6296296296296297,nan,1.8979381322860718,nan,371.85719999979483,27,32,29,32,17,0,0
ablation,IMG_0265,full,cabinet motion,noticeable,"Motion-softened view; lower left bullets outside frame, replaced with visible printed strokes.",LoG,gaussian_lowpass,3,True,0.8857142857142857,0.0,2.311326265335083,87.12144470214844,368.29760000000533,35,83,37,83,31,2,0
ablation,IMG_0265,full,cabinet motion,noticeable,"Motion-softened view; lower left bullets outside frame, replaced with visible printed strokes.",Harris,gaussian_lowpass,3,True,0.8245614035087719,nan,1.758327603340149,nan,373.88779999946564,57,130,66,131,47,0,0
ablation,IMG_0265,full,cabinet motion,noticeable,"Motion-softened view; lower left bullets outside frame, replaced with visible printed strokes.",Shi-Tomasi,gaussian_lowpass,3,True,0.7037037037037037,0.0,2.125768780708313,165.70175170898438,389.1923000001043,54,109,59,109,38,1,0
ablation,IMG_0265,full,cabinet motion,noticeable,"Motion-softened view; lower left bullets outside frame, replaced with visible printed strokes.",SIFT,gaussian_lowpass,3,True,0.4444444444444444,0.75,1.2800808548927307,1.3802239894866943,785.7933999994202,18,42,19,42,8,4,3
