ablation,method,count,repeatability,repeatability_std,repeatability_valid_count,matching_accuracy,matching_accuracy_std,matching_accuracy_valid_count,localization_error_px,localization_error_px_std,localization_error_px_valid_count,runtime_ms,runtime_ms_std,runtime_ms_valid_count,accepted_matches,accepted_matches_std,accepted_matches_valid_count,correct_matches,correct_matches_std,correct_matches_valid_count,reference_keypoints,reference_keypoints_std,reference_keypoints_valid_count,scene_keypoints,scene_keypoints_std,scene_keypoints_valid_count
no_nms,Harris,11,0.5900811470218353,0.10667874809776794,11,0.0,0.0,1,1.5692892670631409,0.40997250147992886,11,397.6051454543598,16.902047388615475,11,0.09090909090909091,0.3015113445777636,11,0.0,0.0,11,190.72727272727272,8.391554195629187,11,212.9090909090909,2.8444523358476395,11
no_nms,LoG,11,0.4713934808362721,0.19761141667370438,11,nan,0.0,0,1.1485670534047214,0.43542150283641,11,367.717072727332,7.592874858280071,11,0.0,0.0,11,0.0,0.0,11,199.54545454545453,6.330302305003078,11,213.9090909090909,2.773248833211526,11
no_nms,SIFT,11,0.3538493054630095,0.0916564461899608,11,0.4937229437229437,0.34515478917287434,11,2.2054335204037754,0.5713264089644516,11,805.7227999999503,18.208752449835195,11,4.2727272727272725,3.977207791677701,11,2.6363636363636362,4.006812380751743,11,54.54545454545455,3.5878583127998898,11,95.81818181818181,36.0550084782078,11
no_nms,Shi-Tomasi,11,0.5203173913430164,0.11452529532102058,11,0.8888888888888888,0.1924500897298753,3,1.4641708623279224,0.4363626328474205,11,389.2007909089443,11.261333789905594,11,0.45454545454545453,0.9341987329938274,11,0.36363636363636365,0.6741998624632419,11,190.0909090909091,8.348108114471751,11,211.63636363636363,2.941860882935401,11
no_nms,Sobel,11,0.4615237117078976,0.1695678105291445,11,nan,0.0,0,1.413158890875903,0.5208288482673066,11,369.1406545452661,14.488097639858323,11,0.0,0.0,11,0.0,0.0,11,211.54545454545453,2.910794955459294,11,217.8181818181818,3.1565228279922772,11
no_pyramid,Harris,11,0.7140655285145845,0.1488075531618377,11,0.27698412698412694,0.22111686543179482,6,2.3116139498623935,0.3789048336469596,11,316.9482090910275,19.420076515738963,11,2.090909090909091,2.6628760937957834,11,0.7272727272727273,1.1037127426019047,11,56.63636363636363,5.731888471921401,11,125.0909090909091,56.52336604529944,11
no_pyramid,LoG,11,0.725894830574883,0.16300403734409327,11,0.41111111111111115,0.41365578819969523,9,2.1335477503863247,0.3588831533044494,11,282.71526363641897,10.341158499225067,11,2.3636363636363638,2.0135901903181432,11,1.2727272727272727,1.6787441193290353,11,36.18181818181818,3.5445220218862183,11,78.54545454545455,23.35535757107408,11
no_pyramid,SIFT,11,0.5779220779220778,0.12144766847538739,11,0.6766666666666666,0.3384970412183543,10,2.3497381725094537,0.7472584620188042,11,634.0739909090354,34.338093373168824,11,2.272727272727273,1.3483997249264843,11,1.4545454545454546,1.0357254813546264,11,6.909090909090909,0.30151134457776363,11,23.818181818181817,13.21981983098243,11
no_pyramid,Shi-Tomasi,11,0.7034254727300466,0.12771839911545763,11,0.5822916666666667,0.3462508237340497,8,2.1534528027881277,0.40081043347967094,11,305.1874727273323,10.549024442100214,11,2.5454545454545454,2.5831622621754278,11,1.5454545454545454,1.7529196424044293,11,49.09090909090909,4.989078982227991,11,111.36363636363636,46.11783326929557,11
no_pyramid,Sobel,11,0.7261530603977128,0.18769475322325044,11,0.14814814814814814,0.3379312516832344,9,2.229479345408353,0.495358240563308,11,284.0578181817777,13.15141185039143,11,1.3636363636363635,0.9244162777371754,11,0.2727272727272727,0.6466697906828633,11,30.818181818181817,2.442055765873573,11,41.72727272727273,17.989390812870287,11
